DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,ACCOUNT TYPE
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,07/05/2020,303910,Woodland Electrical Barry Limited,715.93,REVENUE
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,07/05/2020,303910,SMK Building & Maintenance Limited,"4,076.04",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,07/05/2020,303910,SMK Building & Maintenance Limited,"4,918.14",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,07/05/2020,303910,SMK Building & Maintenance Limited,"5,874.48",REVENUE
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,07/05/2020,303931,G.P.H.I.T (Integrated Services) Limited,730.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,07/05/2020,303931,Universal Hose Limited t/a Hydraquip Hose & Hydraulics,"1,219.86",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,07/05/2020,305971,G.P.H.I.T (Integrated Services) Limited,"1,440.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,07/05/2020,305987,SMK Building & Maintenance Limited,"4,361.79",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,07/05/2020,333013,Ace Site Services (UK) Limited,"1,350.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,07/05/2020,359341,Parkwood Leisure Limited,"1,970.68",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,07/05/2020,402422,VOG Fire & Security Limited,510.00,REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,07/05/2020,403200,RH Environmental Limited,"1,186.26",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,07/05/2020,403227,RH Environmental Limited,"2,302.74",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,07/05/2020,405004,Eclipse Hotel Cardiff Limited T/A Holiday Inn Express,"5,349.75",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,07/05/2020,405108,Hafod Housing Association Limited,"5,044.98",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,07/05/2020,405113,Knights Lettings Limited T/A Knights Estate Agents,635.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,07/05/2020,405113,Interlet Residential Limited,650.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,07/05/2020,405113,Knights Lettings Limited T/A Knights Estate Agents,675.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,07/05/2020,405113,Knights Lettings Limited T/A Knights Estate Agents,750.00,REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,07/05/2020,421230,Computacenter (UK) Limited,"13,776.80",REVENUE
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,07/05/2020,831569,Amey OW Limited,"23,205.66",CAPITAL
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,07/05/2020,842125,Warrior Doors Limited,"-5,540.37",CAPITAL
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,07/05/2020,101145,Rhondda Cynon Taf County Borough Council,-614.40,REVENUE
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,07/05/2020,305995,Paul Robinson & Ptn T/A RM Scaffolding,"2,100.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,07/05/2020,101306,Dr Coral Harper t/a Cwtch Consulting,"1,200.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,215481,Oliver Harris,"1,160.25",REVENUE
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,07/05/2020,350711,Megan Mattravers,500.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,07/05/2020,405113,Salvatore Cannatella,650.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,07/05/2020,101305,Bay Resourcing Limited,"2,090.10",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,500.40,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,504.84,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,620.66,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,678.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,729.32,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,823.68,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,840.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,968.91,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,"1,213.34",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,"1,365.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,"2,098.35",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,"2,100.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,"2,660.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,215022,Middlepatch Limited T/A College Fields Nursing Home,"9,729.02",REVENUE
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,07/05/2020,190065,Joanna Kirk t/a Femme-Tasse,"1,999.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07/05/2020,218321,The Friendly Trust,576.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11/05/2020,101047,RP Brown Limited t/a Cymraeg Cleaning,750.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11/05/2020,101047,RP Brown Limited t/a Cymraeg Cleaning,750.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11/05/2020,101047,RP Brown Limited t/a Cymraeg Cleaning,750.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11/05/2020,101110,A & R Contract Cleaning Specialist Limited,"2,375.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11/05/2020,101110,A & R Contract Cleaning Specialist Limited,"2,515.82",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11/05/2020,101140,The Assessment Foundation CIC,732.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11/05/2020,101202,The Assessment Foundation CIC,"1,662.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11/05/2020,101261,Ricoh UK Limited,"1,070.93",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,11/05/2020,102632,Inspired Learners Limited,"1,190.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,11/05/2020,102636,Empowering Learning Limited,521.60,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,11/05/2020,102636,Now Education Cardiff Limited,524.45,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,11/05/2020,102636,Now Education Cardiff Limited,524.45,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,11/05/2020,102636,Empowering Learning Limited,"1,460.55",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,11/05/2020,102636,Let Me Play Limited,"4,850.00",REVENUE
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,11/05/2020,130045,BCS Learning & Development Limited,500.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,11/05/2020,325700,Ace Site Services (UK) Limited,"1,375.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,11/05/2020,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,"1,210.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,11/05/2020,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,"3,260.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,11/05/2020,341225,CWS Engineering Limited,"1,926.90",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405004,Eclipse Hotel Cardiff Limited T/A Holiday Inn Express,"5,349.75",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Pobl Care & Support Limited,"2,637.20",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Pobl Care & Support Limited,"2,758.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Pobl Care & Support Limited,"2,788.43",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Hafod Housing Association Limited,"2,829.76",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Pobl Care & Support Limited,"3,447.50",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Llamau Limited,"3,974.16",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Pobl Care & Support Limited,"4,137.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Hafod Housing Association Limited,"4,703.55",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Pobl Care & Support Limited,"6,205.50",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Llamau Limited,"6,403.20",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Llamau Limited,"6,403.20",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Hafod Housing Association Limited,"7,152.20",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Pobl Care & Support Limited,"8,597.05",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Llamau Limited,"9,010.98",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Llamau Limited,"9,150.90",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Llamau Limited,"9,264.78",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Hafod Housing Association Limited,"9,863.40",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Pobl Care & Support Limited,"10,038.80",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Pobl Care & Support Limited,"16,618.16",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Pobl Care & Support Limited,"21,272.82",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Pobl Care & Support Limited,"23,768.96",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,11/05/2020,440530,Zipporah Limited,"5,213.11",REVENUE
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,11/05/2020,471921,Hemp Alternatives Wales Limited,"22,500.00",REVENUE
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,11/05/2020,471921,The Review Team Limited,"246,778.00",REVENUE
DIRECT CAPITAL POLICY,CAPITAL POLICY,11/05/2020,852513,Capita Property and Infrastructure Limited,"2,813.00",CAPITAL
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Cardiff County Council,"5,220.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11/05/2020,215001,Sarah Phillimore,"1,800.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11/05/2020,101047,New Directions (Education) Limited,757.50,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,11/05/2020,103227,Bay Resourcing Limited,630.24,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,11/05/2020,103227,Bay Resourcing Limited,794.35,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,11/05/2020,103412,Apollo Teaching Services Limited,685.68,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,11/05/2020,103412,Apollo Teaching Services Limited,857.10,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,11/05/2020,365803,David Sidaway,"1,332.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Platfform For Change,"2,627.40",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Taff Housing Association,"2,748.88",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Atal Y Fro,"2,901.60",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Platfform For Change,"3,257.80",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Platfform For Change,"3,692.08",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Platfform For Change,"4,098.90",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Platfform For Change,"4,557.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Taff Housing Association,"4,615.35",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Atal Y Fro,"6,822.25",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Atal Y Fro,"9,078.14",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11/05/2020,405301,Taff Housing Association,"10,832.85",REVENUE
DIRECT POLICY,GF GRANTS,11/05/2020,465201,Lower Penarth Community Association,619.34,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,218419,A1 Care Services Limited t/a Ty Ceirios Nursing Home,517.95,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,218419,A1 Care Services Limited t/a Ty Ceirios Nursing Home,834.50,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12/05/2020,101030,The Assessment Foundation CIC,876.00,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12/05/2020,101030,I Teach (Wales) Limited,"1,099.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12/05/2020,101030,A & R Contract Cleaning Specialist Limited,"1,560.46",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12/05/2020,101030,I Teach (Wales) Limited,"2,750.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12/05/2020,101031,Superstars School Services Limited,676.86,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12/05/2020,101063,3P Learning Limited,"1,412.52",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12/05/2020,101063,A & R Contract Cleaning Specialist Limited,"2,322.19",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12/05/2020,101285,Dwr Cymru Cyf,"1,577.20",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12/05/2020,102593,eBuyer UK Limited,754.15,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12/05/2020,102593,Academia Limited,"14,144.00",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,12/05/2020,140110,Global Document Systems Limited,578.16,REVENUE
DIRECT LEARNING AND SKILLS,GF CATERING,12/05/2020,156009,Tesco Stores Limited,"8,190.00",REVENUE
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,12/05/2020,190063,Nightingales Preschool Limited,553.75,REVENUE
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,12/05/2020,190063,Nightingales Preschool Limited,818.75,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215022,E&G Senior Care Limited t/a Right at Home (Bridgend & Vale of Glamorgan),"2,183.02",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215191,NonStop Consulting Limited,"1,086.30",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215489,Grangelodge Residential Home Limited t/a Grangelodge,553.66,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215489,10% Increase - GJ Care & Training Limited,"4,326.58",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,216072,Grangelodge Residential Home Limited t/a Grangelodge,604.96,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,216179,Grangelodge Residential Home Limited t/a Grangelodge,851.35,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,217905,Accomplish Group Limited t/a Ty Bradwen,"1,188.53",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,217909,Accomplish Group Limited t/a Ty Bradwen,"1,206.18",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,217909,Accomplish Group Limited t/a Ty Bradwen,"1,755.30",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,217909,Valeplus (Cymru) & Valeplus Extra,"38,534.66",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,218321,Hafod Housing Association Limited,645.50,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,12/05/2020,333550,Ace Site Services (UK) Limited,"1,350.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,12/05/2020,341225,Cowbridge Compost Limited,730.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,12/05/2020,341225,Cowbridge Compost Limited,843.39,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,12/05/2020,341225,Cowbridge Compost Limited,"1,577.99",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,12/05/2020,341225,Cowbridge Compost Limited,"1,583.26",REVENUE
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,12/05/2020,359750,Chatterbox PR Limited t/a Chatterbox Communications,"1,000.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,12/05/2020,402500,Handicare Accessibility Limited,"2,658.00",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,12/05/2020,403180,G.R. Hallifield Farmers Limited,"58,035.96",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/05/2020,405004,Khehra International 2 Limited t/a Celtic International Hotel,"3,465.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/05/2020,405100,ACTL Limited,830.80,REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,12/05/2020,409103,Heatforce (Wales) Limited,"13,968.90",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,12/05/2020,409103,Heatforce (Wales) Limited,"15,935.44",REVENUE
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,12/05/2020,471921,CCS Mclays Limited,"1,475.00",REVENUE
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,12/05/2020,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,220.42",CAPITAL
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,12/05/2020,100404,Cardiff County Council,"4,905.41",REVENUE
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,12/05/2020,239011,Cardiff County Council,"5,412.81",REVENUE
DIRECT ENVIRONMENT AND HOUSING,TRADING - BUILDING,12/05/2020,303000,Cardiff County Council,"3,264.35",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,12/05/2020,333220,Cardiff County Council,895.58,REVENUE
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,12/05/2020,349702,Cardiff County Council,"8,999.29",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,12/05/2020,360002,Cardiff County Council,601.04,REVENUE
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES (MILES),12/05/2020,402005,Cardiff County Council,"1,568.87",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,12/05/2020,407100,Cardiff County Council,"1,059.77",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,12/05/2020,420201,Cardiff County Council,"3,225.55",REVENUE
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,12/05/2020,471900,Cardiff County Council,"13,463.69",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,12/05/2020,403158,Robin Green,"8,500.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/05/2020,405100,Duncan M Evans,"1,720.94",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12/05/2020,101030,Prospero Recruitment Limited,881.20,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12/05/2020,101030,Prospero Recruitment Limited,881.20,REVENUE
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,12/05/2020,102633,Teaching Personnel Limited,528.10,REVENUE
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,12/05/2020,102633,Teaching Personnel Limited,528.10,REVENUE
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,12/05/2020,102633,Teaching Personnel Limited,528.10,REVENUE
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,12/05/2020,102633,Teaching Personnel Limited,528.10,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215489,April Complete Care Solutions Limited,604.45,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215489,April Complete Care Solutions Limited,702.05,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,217909,April Complete Care Solutions Limited,844.10,REVENUE
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,12/05/2020,303910,Hays Specialist Recruitment Limited,654.55,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,500.40,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215022,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,504.18,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215022,Waverley Care Centre Limited,505.95,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215022,Waverley Care Centre Limited,505.95,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215022,MHA Care Group t/a Ty Gwyn Private Nursing Home,506.26,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215022,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,507.10,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215022,Waverley Care Centre Limited,508.94,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215022,Llangoedmor Properties Limited T/A Parkside Residential Home,508.99,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215022,The Manor House St Hilary Limited T/A Milsom House,518.30,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215022,Springbank Care Home Limited T/A Springbank Nursing Home,519.94,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215022,Springbank Care Home Limited T/A Springbank Nursing Home,519.94,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215022,Llangoedmor Properties Limited T/A Parkside Residential Home,521.73,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215022,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),522.84,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/05/2020,215022,MHA Care Group t/a Morel Court,528.54,REVENUE
