DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,TYPE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Baltimore Care Limited,815.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Baltimore Care Limited,815.85,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Ely Court Care Limited t/a Ely Court Care Home,831.50,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Northcote Developments Limited,832.50,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Forge Care Homes Limited t/a The Forge Care Centre,835.49,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),841.50,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,844.71,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),849.50,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,849.59,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Louise Bertorelli & Jaco Van Der Merwe T/A The Oaklands Residential Home,850.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,853.35,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,856.36,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Ty Draw & Wentworth Lodge Limited t/a Ty Draw Lodge,860.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,860.41,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Forge Care Homes Limited t/a The Forge Care Centre,866.95,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,874.57,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Forge Care Homes Limited t/a The Forge Care Centre,875.54,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,878.13,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,879.07,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,880.53,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,883.39,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,887.75,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,887.97,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,888.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,888.21,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,891.22,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,900.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Shirwan Al-Mufti & Ptn t/a Pontcanna House,900.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,907.88,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,907.88,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,907.88,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,907.88,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,907.88,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,907.88,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,909.07,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,923.03,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,943.36,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Forge Care Homes Limited t/a The Forge Care Centre,944.34,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,949.37,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Forge Care Homes Limited t/a The Forge Care Centre,952.92,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,973.73,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,980.93,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,984.08,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Forge Care Homes Limited t/a The Forge Care Centre,984.61,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,993.45,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,"1,002.30",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,"1,003.66",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,"1,015.68",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,"1,019.35",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,"1,022.17",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,"1,054.50",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,"1,072.25",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Forge Care Homes Limited t/a The Forge Care Centre,"1,083.69",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,"1,100.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Oak House Care Limited T/a Oak House Care Home,"1,100.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,"1,103.47",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Forge Care Homes Limited t/a The Forge Care Centre,"1,116.52",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,"1,120.80",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,"1,123.16",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,"1,184.32",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,"1,200.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,"1,206.49",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,"1,229.07",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,"1,234.68",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Forge Care Homes Limited t/a The Forge Care Centre,"1,274.96",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,"1,290.08",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Care UK Community Partnerships Limited t/a Sandfields Care Home,"1,300.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,"1,399.94",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Forge Care Homes Limited t/a The Forge Care Centre,"1,459.23",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,MHA Care Group t/a Ty Gwyn Private Nursing Home,"1,503.78",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Barchester Healthcare Homes Limited t/a Bryn Ivor Lodge Care Home,"1,531.80",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,"1,535.68",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,The Cedars Care Services Limited t/a The Hollies,"1,767.99",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,The Cedars Care Services Limited t/a The Hollies,"1,767.99",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,"4,148.73",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,08/11/2022,218419,Waverley Care Centre Limited,"15,530.92",REVENUE,,,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,08/11/2022,239008,Golley Slater Group Limited,"1,015.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,08/11/2022,239008,Golley Slater Group Limited,"1,630.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Foster Care Associates Limited,"-3,506.40",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Amberleigh Care Limited,561.65,REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,115.16",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,190.81",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,192.90",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,360.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,360.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,360.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,510.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,510.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,510.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Foster Care Associates Limited,"3,660.60",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Brighter Futures Foster Care Limited,"3,750.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"4,436.64",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"4,667.10",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"4,667.10",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"4,667.10",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"4,667.10",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"5,624.40",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Pathway Care Limited T/A Calon Cymru Fostering,"6,261.30",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260060,Ty Caredig Limited,"12,000.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260130,Avisant Consulting Limited,"3,963.57",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260130,Avisant Consulting Limited,"4,810.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260221,Caritas Recruitment Limited,"2,031.40",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260255,Neal Social Care Limited,"3,070.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260255,Walter Standen T/A Standens Contract Hire,672.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260255,Walter Standen T/A Standens Contract Hire,"1,048.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260255,Walter Standen T/A Standens Contract Hire,"1,514.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,08/11/2022,260281,A2Z Taxi Vale of Glamorgan Limited,"1,081.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,08/11/2022,319010,Car Hire (Days of Swansea) Limited T/A Days Rental,579.60,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,08/11/2022,319010,Go Plant Fleet Services Limited,"3,642.90",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,08/11/2022,319010,Paul R Curtis t/a PRC Plant Cleaning,590.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,08/11/2022,319010,Paul R Curtis t/a PRC Plant Cleaning,635.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,08/11/2022,319010,Paul R Curtis t/a PRC Plant Cleaning,695.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,08/11/2022,319010,Paul R Curtis t/a PRC Plant Cleaning,730.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/11/2022,325510,Kordel Limited,819.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/11/2022,325600,Kordel Limited,890.06,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/11/2022,325681,Davem Training Services Limited,875.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/11/2022,325681,Marshalls Mono Limited,"1,309.60",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/11/2022,325681,Marshalls Mono Limited,"2,973.20",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/11/2022,325681,Julian Heinam t/a JV Tree Services,619.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/11/2022,325810,Compass Minerals UK Limited,511.96,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/11/2022,325892,Centregreat Limited,"2,894.16",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,08/11/2022,333013,Ace Site Services (UK) Limited,"1,200.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,08/11/2022,333154,Julian Heinam t/a JV Tree Services,990.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,08/11/2022,333510,Ace Site Services (UK) Limited,"1,850.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,08/11/2022,341500,Straight Manufactoring Limited,"16,598.40",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,08/11/2022,359340,Leonie Cowen t/a Leonie Cowen Associates Solicitors,"7,810.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,08/11/2022,359457,Glamorgan Star Limited,"1,216.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,08/11/2022,402422,VOG Fire & Security Limited,570.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,08/11/2022,405113,Salvatore Cannatella,-700.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,08/11/2022,405304,Housing Lin Enterprises Limited,"8,050.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,08/11/2022,407119,Hays Specialist Recruitment Limited,"1,161.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,08/11/2022,409101,ADC Fire Systems Limited,"1,111.50",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/11/2022,421235,Oracle Corporation UK Limited,"4,456.14",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/11/2022,422070,G2 Recruitment Solutions Limited,"1,575.00",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/11/2022,422160,G2 Recruitment Solutions Limited,"1,072.00",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,08/11/2022,422160,G2 Recruitment Solutions Limited,"1,650.00",REVENUE,,,
DIRECT POLICY,GF SHOPS ESTATES,08/11/2022,467007,Door Maintenance Co Limited,665.00,REVENUE,,,
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,08/11/2022,471900,Wales Audit Office,"8,414.00",REVENUE,,,
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,08/11/2022,471900,Wales Audit Office,"14,523.30",REVENUE,,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,08/11/2022,831503,Centregreat Limited,"5,308.66",CAPITAL,,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL PLANNING,08/11/2022,837205,LCB Construction Limited,"3,745.61",CAPITAL,,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,08/11/2022,842300,RPA Quantity Surveyors Limited t/a RPA,"4,268.52",CAPITAL,,,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,08/11/2022,842303,Pegasus Developments (Barry) Limited,"53,553.84",CAPITAL,,,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,08/11/2022,845003,SMK Building & Maintenance Limited,544.14,CAPITAL,,,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,08/11/2022,845003,SMK Building & Maintenance Limited,"4,349.49",CAPITAL,,,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,08/11/2022,845003,SMK Building & Maintenance Limited,"4,428.30",CAPITAL,,,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,08/11/2022,845003,SMK Building & Maintenance Limited,"4,827.15",CAPITAL,,,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,08/11/2022,845003,SMK Building & Maintenance Limited,"4,845.62",CAPITAL,,,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,08/11/2022,845003,Jefferies Decorating Contractors Limited,"7,537.94",CAPITAL,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101004,A & R Contract Cleaning Specialist Limited,646.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101004,Blue Sky Digital Solutions Limited,"1,017.53",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101004,A & R Contract Cleaning Specialist Limited,"2,310.20",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101004,Willis Construction Limited,"2,350.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101004,Yorkshire Purchasing Organisation,564.25,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101004,Teaching Personnel Limited,558.60,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101004,Teaching Personnel Limited,603.10,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101004,Teaching Personnel Limited,609.75,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101004,Teaching Personnel Limited,609.75,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101004,New Directions (Education) Limited,986.60,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101065,The Learning Partnership (Wales) Limited,975.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101065,Seesaw Learning Inc,"2,082.60",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101065,O'Leary Decorators Limited,"2,277.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101065,A & R Contract Cleaning Specialist Limited,"3,633.22",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101065,Unique Flooring (Wales) Limited,"3,850.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101065,Unique Flooring (Wales) Limited,"3,850.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101065,Apollo Teaching Services Limited,527.60,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101065,Teaching Personnel Limited,574.90,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101065,Teaching Personnel Limited,589.28,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101065,Teaching Personnel Limited,"1,013.45",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101065,Teaching Personnel Limited,"1,013.45",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101065,Teaching Personnel Limited,"1,013.45",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101094,A-Day Consultants Limited T/A Academics,537.40,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101094,A-Day Consultants Limited T/A Academics,537.40,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101094,A-Day Consultants Limited T/A Academics,537.40,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101094,A-Day Consultants Limited T/A Academics,537.40,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101094,A-Day Consultants Limited T/A Academics,537.40,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101094,A & R Contract Cleaning Specialist Limited,"2,324.22",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09/11/2022,101095,Currys Group Limited t/a Currys Business,505.09,REVENUE,,,
